Order_ID,Item_ID,Quantity,Item_Price
14,41,3,4.75
15,27,3,5.5
15,18,1,5.5
16,27,1,5.5
16,21,3,5.25
16,29,3,4.75
16,2,1,4.5
16,47,4,4.75
16,31,1,3.5
16,9,2,5.5
16,35,2,4.75
16,5,3,4.75
16,46,3,4.0
16,38,2,4.75
16,6,3,5.5
16,1,1,3.75
16,33,3,5.0
16,34,1,4.0
16,44,2,4.25
16,12,1,5.75
16,39,1,5.5
16,18,1,5.5
16,14,2,5.25
17,5,2,4.75
17,39,1,5.5
17,45,1,5.0
17,16,3,4.0
17,24,1,5.25
17,6,3,5.5
18,38,3,4.75
18,44,2,4.25
19,1,1,3.75
19,11,2,5.0
19,30,3,5.5
19,35,1,4.75
19,6,3,5.5
19,34,3,4.0
19,5,3,4.75
20,25,2,4.0
20,30,1,5.5
21,17,2,4.75
21,29,3,4.75
21,6,3,5.5
21,10,3,4.25
22,29,1,4.75
22,48,3,5.5
22,14,5,5.25
22,33,3,5.0
22,20,2,4.5
22,15,2,6.0
22,21,2,5.25
22,44,2,4.25
22,40,3,4.0
22,46,2,4.0
22,9,3,5.5
22,19,1,3.75
22,27,2,5.5
22,39,3,5.5
23,13,3,4.5
23,36,2,5.5
23,44,2,4.25
23,8,3,4.75
23,11,3,5.0
23,15,3,6.0
23,7,2,4.0
23,5,3,4.75
23,39,5,5.5
23,45,3,5.0
23,10,1,4.25
23,23,1,4.5
23,25,3,4.0
23,18,1,5.5
23,31,3,3.5
23,26,3,4.75
23,17,1,4.75
23,33,1,5.0
23,30,2,5.5
24,21,1,5.25
24,22,3,3.75
24,8,5,4.75
24,40,3,4.0
24,34,2,4.0
24,29,3,4.75
24,46,1,4.0
24,5,1,4.75
24,15,3,6.0
24,26,3,4.75
24,11,3,5.0
24,48,3,5.5
24,2,2,4.5
24,38,3,4.75
24,9,2,5.5
25,2,1,4.5
25,30,2,5.5
26,42,2,5.5
26,1,1,3.75
26,10,5,4.25
26,29,1,4.75
26,12,2,5.75
26,19,1,3.75
26,22,3,3.75
26,37,3,4.0
26,15,1,6.0
26,18,1,5.5
26,23,1,4.5
26,39,2,5.5
26,7,3,4.0
27,27,2,5.5
28,5,2,4.75
28,11,1,5.0
29,14,4,5.25
29,47,4,4.75
29,44,8,4.25
29,26,2,4.75
29,41,3,4.75
29,18,3,5.5
29,17,2,4.75
29,46,2,4.0
29,36,4,5.5
29,37,1,4.0
29,48,2,5.5
29,43,2,3.5
29,28,1,4.0
29,27,3,5.5
29,25,1,4.0
29,38,1,4.75
29,3,4,5.25
29,12,3,5.75
29,20,2,4.5
30,26,2,4.75
30,8,1,4.75
31,37,1,4.0
31,46,3,4.0
31,48,8,5.5
31,13,3,4.5
31,6,1,5.5
31,15,1,6.0
31,30,3,5.5
31,22,3,3.75
31,40,1,4.0
31,43,3,3.5
31,26,1,4.75
31,19,2,3.75
31,39,1,5.5
31,8,1,4.75
31,14,2,5.25
31,36,3,5.5
31,12,3,5.75
31,18,3,5.5
31,3,3,5.25
31,20,3,4.5
31,10,3,4.25
31,47,1,4.75
31,9,4,5.5
31,21,1,5.25
31,31,3,3.5
31,42,3,5.5
32,48,1,5.5
32,24,2,5.25
32,5,1,4.75
32,31,3,3.5
32,43,6,3.5
32,18,2,5.5
32,32,3,4.25
32,46,3,4.0
32,11,2,5.0
32,21,2,5.25
32,23,2,4.5
32,14,3,5.25
32,13,1,4.5
33,44,1,4.25
33,10,1,4.25
33,25,3,4.0
33,16,3,4.0
33,48,1,5.5
33,45,1,5.0
33,40,3,4.0
33,4,2,4.0
33,32,1,4.25
33,34,1,4.0
33,20,3,4.5
33,21,2,5.25
33,13,1,4.5
34,23,2,4.5
34,8,2,4.75
34,36,1,5.5
34,48,5,5.5
34,11,4,5.0
34,31,2,3.5
34,28,4,4.0
34,33,1,5.0
34,9,2,5.5
34,3,4,5.25
34,13,3,4.5
34,30,5,5.5
34,40,1,4.0
34,19,3,3.75
34,5,4,4.75
34,16,1,4.0
34,20,1,4.5
34,14,3,5.25
34,15,2,6.0
35,20,1,4.5
35,6,1,5.5
35,11,2,5.0
36,29,2,4.75
36,8,3,4.75
36,12,2,5.75
36,44,3,4.25
36,17,1,4.75
36,18,2,5.5
37,9,2,5.5
37,36,4,5.5
37,24,2,5.25
37,3,3,5.25
37,23,1,4.5
37,35,5,4.75
37,18,1,5.5
37,1,3,3.75
37,16,5,4.0
37,48,3,5.5
37,22,3,3.75
37,12,3,5.75
37,20,1,4.5
37,19,2,3.75
37,10,2,4.25
37,6,2,5.5
37,13,1,4.5
37,28,1,4.0
37,29,3,4.75
37,31,1,3.5
37,41,1,4.75
37,17,2,4.75
37,34,6,4.0
38,19,2,3.75
38,25,1,4.0
38,6,1,5.5
39,1,3,3.75
39,12,2,5.75
40,18,2,5.5
40,8,3,4.75
40,22,2,3.75
40,29,3,4.75
40,2,2,4.5
41,46,3,4.0
41,9,2,5.5
41,10,2,4.25
41,15,3,6.0
41,14,2,5.25
41,2,4,4.5
41,28,2,4.0
41,27,1,5.5
41,21,1,5.25
41,24,3,5.25
41,32,1,4.25
41,33,1,5.0
41,26,2,4.75
41,37,1,4.0
41,19,3,3.75
41,17,1,4.75
41,30,3,5.5
41,42,3,5.5
41,36,2,5.5
42,41,1,4.75
42,2,3,4.5
43,43,5,3.5
43,44,4,4.25
43,13,1,4.5
43,31,4,3.5
43,19,2,3.75
43,27,2,5.5
43,25,2,4.0
43,16,1,4.0
43,38,2,4.75
43,17,2,4.75
43,22,3,3.75
43,6,2,5.5
43,23,3,4.5
43,15,1,6.0
43,35,1,4.75
44,41,2,4.75
44,21,2,5.25
44,12,6,5.75
44,7,5,4.0
44,19,1,3.75
44,17,1,4.75
44,38,8,4.75
44,40,4,4.0
44,18,4,5.5
44,31,5,3.5
44,47,3,4.75
44,46,1,4.0
44,28,2,4.0
44,14,1,5.25
44,4,1,4.0
44,13,1,4.5
44,30,3,5.5
44,39,2,5.5
44,15,3,6.0
44,9,1,5.5
44,1,3,3.75
44,25,2,4.0
45,35,6,4.75
45,41,2,4.75
45,30,3,5.5
45,6,2,5.5
45,28,4,4.0
45,27,1,5.5
45,9,2,5.5
45,37,3,4.0
45,22,5,3.75
45,42,1,5.5
45,36,3,5.5
45,11,2,5.0
45,14,2,5.25
45,40,2,4.0
45,5,1,4.75
45,3,2,5.25
45,33,3,5.0
46,22,2,3.75
46,17,1,4.75
46,45,3,5.0
47,38,1,4.75
47,42,6,5.5
47,13,3,4.5
47,20,1,4.5
47,30,2,5.5
47,4,1,4.0
47,28,3,4.0
48,42,3,5.5
48,40,2,4.0
48,30,2,5.5
48,19,2,3.75
48,4,2,4.0
48,24,3,5.25
49,26,1,4.75
49,34,2,4.0
49,14,3,5.25
49,33,3,5.0
49,12,1,5.75
49,41,3,4.75
50,48,3,5.5
50,16,3,4.0
50,6,1,5.5
50,18,1,5.5
50,27,2,5.5
50,19,1,3.75
50,39,1,5.5
50,36,3,5.5
50,38,2,4.75
50,15,4,6.0
50,7,6,4.0
50,40,1,4.0
50,12,4,5.75
50,35,1,4.75
50,34,3,4.0
50,3,3,5.25
50,45,3,5.0
50,25,1,4.0
50,10,5,4.25
51,22,3,3.75
51,15,1,6.0
51,42,2,5.5
51,27,6,5.5
51,29,7,4.75
51,5,5,4.75
51,18,5,5.5
51,30,3,5.5
51,7,3,4.0
51,33,2,5.0
51,47,3,4.75
51,24,3,5.25
51,13,1,4.5
51,31,1,3.5
51,41,1,4.75
51,40,2,4.0
51,9,2,5.5
52,30,3,5.5
52,31,3,3.5
52,23,4,4.5
52,48,4,5.5
52,11,3,5.0
52,33,2,5.0
52,25,3,4.0
52,37,5,4.0
52,16,2,4.0
52,44,4,4.25
52,4,1,4.0
52,28,3,4.0
52,26,2,4.75
52,46,2,4.0
52,17,1,4.75
52,15,1,6.0
52,3,3,5.25
52,9,3,5.5
53,41,2,4.75
53,26,1,4.75
53,34,1,4.0
53,37,3,4.0
53,21,2,5.25
53,44,1,4.25
53,23,3,4.5
53,42,2,5.5
53,6,2,5.5
53,17,1,4.75
53,38,1,4.75
54,45,1,5.0
54,35,1,4.75
54,11,1,5.0
55,45,2,5.0
55,43,2,3.5
55,24,2,5.25
55,20,1,4.5
55,40,2,4.0
55,6,1,5.5
55,18,2,5.5
55,26,3,4.75
55,25,2,4.0
55,46,1,4.0
55,16,1,4.0
55,5,3,4.75
55,44,3,4.25
55,4,1,4.0
55,38,1,4.75
55,2,3,4.5
56,22,2,3.75
56,40,1,4.0
56,42,2,5.5
56,28,6,4.0
56,45,2,5.0
56,4,3,4.0
56,6,2,5.5
56,5,3,4.75
56,14,3,5.25
56,30,1,5.5
56,1,3,3.75
56,20,2,4.5
56,8,1,4.75
56,10,1,4.25
56,17,2,4.75
56,31,3,3.5
56,27,3,5.5
57,13,2,4.5
57,42,2,5.5
58,18,1,5.5
58,2,3,4.5
58,16,1,4.0
58,42,2,5.5
58,9,6,5.5
58,38,2,4.75
58,8,4,4.75
58,36,2,5.5
58,4,5,4.0
58,10,4,4.25
58,48,3,5.5
58,22,1,3.75
58,30,3,5.5
58,13,1,4.5
58,43,3,3.5
58,11,1,5.0
58,19,1,3.75
58,41,2,4.75
58,25,1,4.0
58,5,3,4.75
59,46,2,4.0
59,13,2,4.5
59,23,1,4.5
60,34,2,4.0
60,48,1,5.5
60,40,2,4.0
60,44,2,4.25
60,29,1,4.75
60,13,1,4.5
60,31,3,3.5
60,35,1,4.75
60,33,2,5.0
60,4,6,4.0
61,28,8,4.0
61,4,2,4.0
61,31,3,3.5
61,29,1,4.75
61,26,3,4.75
61,47,2,4.75
61,27,1,5.5
61,9,2,5.5
61,14,1,5.25
61,40,3,4.0
61,37,3,4.0
61,17,2,4.75
61,45,3,5.0
61,7,2,4.0
61,21,3,5.25
61,43,1,3.5
61,11,5,5.0
62,19,2,3.75
62,46,4,4.0
62,1,2,3.75
62,8,3,4.75
63,16,3,4.0
63,26,1,4.75
63,48,1,5.5
63,9,3,5.5
63,8,3,4.75
63,3,4,5.25
63,2,1,4.5
64,40,3,4.0
64,35,4,4.75
64,47,3,4.75
64,5,3,4.75
64,41,3,4.75
64,16,1,4.0
65,46,3,4.0
65,5,1,4.75
65,20,4,4.5
65,39,1,5.5
65,36,2,5.5
65,6,2,5.5
65,30,1,5.5
65,8,1,4.75
65,47,2,4.75
65,9,3,5.5
65,45,5,5.0
65,24,3,5.25
65,13,1,4.5
65,31,3,3.5
65,34,1,4.0
65,32,2,4.25
65,26,3,4.75
65,35,3,4.75
65,44,2,4.25
65,27,3,5.5
66,20,1,4.5
66,32,3,4.25
67,24,6,5.25
67,33,3,5.0
68,48,2,5.5
68,41,1,4.75
68,11,3,5.0
68,28,3,4.0
68,6,2,5.5
68,13,3,4.5
68,7,1,4.0
68,47,1,4.75
68,21,1,5.25
68,30,2,5.5
68,24,3,5.25
69,33,3,5.0
69,48,5,5.5
69,11,2,5.0
69,37,5,4.0
69,19,2,3.75
69,26,3,4.75
69,20,3,4.5
69,31,3,3.5
69,27,1,5.5
69,44,1,4.25
69,40,2,4.0
69,15,2,6.0
69,12,1,5.75
69,21,1,5.25
69,16,3,4.0
69,5,3,4.75
70,13,4,4.5
70,41,1,4.75
70,1,2,3.75
70,28,2,4.0
70,30,2,5.5
70,4,2,4.0
70,19,1,3.75
70,18,2,5.5
70,46,1,4.0
70,17,1,4.75
70,48,6,5.5
70,6,2,5.5
70,8,1,4.75
70,5,2,4.75
70,33,4,5.0
70,16,3,4.0
71,18,2,5.5
71,46,2,4.0
71,4,3,4.0
71,48,1,5.5
71,33,2,5.0
71,6,2,5.5
71,25,2,4.0
71,29,1,4.75
71,31,3,3.5
71,1,1,3.75
71,26,2,4.75
71,30,2,5.5
71,19,2,3.75
71,35,1,4.75
72,26,1,4.75
72,27,2,5.5
73,31,2,3.5
73,16,3,4.0
74,27,3,5.5
74,48,3,5.5
74,40,2,4.0
74,45,1,5.0
74,42,3,5.5
74,34,2,4.0
75,16,2,4.0
75,21,3,5.25
75,42,2,5.5
75,29,3,4.75
75,41,3,4.75
75,13,1,4.5
75,20,5,4.5
75,23,1,4.5
76,44,3,4.25
76,40,3,4.0
76,20,2,4.5
76,26,1,4.75
76,11,1,5.0
76,19,2,3.75
76,41,2,4.75
76,24,2,5.25
76,37,2,4.0
76,48,1,5.5
77,7,2,4.0
77,31,2,3.5
77,23,3,4.5
77,27,3,5.5
77,22,3,3.75
77,29,3,4.75
77,17,2,4.75
78,47,1,4.75
78,8,1,4.75
78,46,3,4.0
78,20,3,4.5
78,34,2,4.0
78,42,2,5.5
78,5,1,4.75
78,11,1,5.0
78,40,1,4.0
78,38,2,4.75
79,19,1,3.75
79,41,2,4.75
79,48,2,5.5
80,26,2,4.75
80,33,2,5.0
81,17,2,4.75
81,5,3,4.75
81,3,3,5.25
81,7,2,4.0
81,29,3,4.75
81,14,3,5.25
81,15,2,6.0
81,45,2,5.0
81,28,3,4.0
81,36,2,5.5
81,9,3,5.5
81,18,2,5.5
81,37,3,4.0
81,24,2,5.25
81,39,1,5.5
81,46,3,4.0
81,31,3,3.5
82,37,1,4.0
82,11,3,5.0
82,10,2,4.25
82,27,2,5.5
82,28,3,4.0
82,29,3,4.75
82,19,2,3.75
82,2,1,4.5
82,14,2,5.25
82,41,5,4.75
82,4,1,4.0
82,9,2,5.5
82,34,1,4.0
82,3,3,5.25
82,18,3,5.5
82,43,1,3.5
82,24,3,5.25
83,41,3,4.75
83,43,1,3.5
83,14,2,5.25
83,42,3,5.5
83,6,3,5.5
83,48,5,5.5
83,5,3,4.75
83,27,2,5.5
83,34,3,4.0
83,25,1,4.0
84,43,3,3.5
84,45,6,5.0
84,38,2,4.75
84,35,1,4.75
84,29,6,4.75
84,37,3,4.0
84,21,5,5.25
84,9,5,5.5
84,22,5,3.75
84,7,3,4.0
84,10,3,4.25
84,31,4,3.5
85,10,1,4.25
85,20,4,4.5
85,23,1,4.5
85,17,3,4.75
85,15,2,6.0
85,36,6,5.5
85,41,2,4.75
85,39,6,5.5
85,43,1,3.5
85,27,1,5.5
85,30,5,5.5
85,42,3,5.5
85,35,2,4.75
85,1,1,3.75
85,24,6,5.25
85,48,2,5.5
85,19,2,3.75
85,40,3,4.0
85,26,1,4.75
86,7,2,4.0
86,41,1,4.75
86,32,1,4.25
86,12,2,5.75
87,8,1,4.75
87,37,3,4.0
88,21,1,5.25
88,30,3,5.5
89,42,2,5.5
90,14,1,5.25
90,5,1,4.75
90,12,3,5.75
91,26,1,4.75
91,22,1,3.75
91,9,2,5.5
91,47,3,4.75
92,32,3,4.25
92,31,4,3.5
92,19,1,3.75
92,39,3,5.5
92,14,1,5.25
92,13,1,4.5
92,18,3,5.5
93,29,6,4.75
93,11,2,5.0
93,10,1,4.25
93,8,3,4.75
93,15,2,6.0
93,22,2,3.75
93,47,2,4.75
94,9,1,5.5
94,24,1,5.25
94,22,1,3.75
94,20,3,4.5
95,44,3,4.25
95,36,2,5.5
95,18,3,5.5
95,24,3,5.25
95,39,1,5.5
95,22,3,3.75
96,3,5,5.25
96,33,4,5.0
96,15,2,6.0
96,36,1,5.5
96,17,1,4.75
96,37,1,4.0
96,42,1,5.5
96,27,3,5.5
96,8,2,4.75
96,14,3,5.25
96,48,2,5.5
96,43,2,3.5
96,38,3,4.75
96,1,2,3.75
96,28,2,4.0
96,23,3,4.5
96,21,3,5.25
96,10,3,4.25
96,20,1,4.5
96,29,2,4.75
97,19,3,3.75
97,9,2,5.5
97,26,3,4.75
97,28,3,4.0
97,1,2,3.75
97,24,2,5.25
97,5,2,4.75
97,21,4,5.25
97,38,4,4.75
97,32,3,4.25
97,48,1,5.5
97,22,2,3.75
97,36,1,5.5
97,4,1,4.0
97,45,1,5.0
97,35,2,4.75
97,25,2,4.0
97,29,2,4.75
98,26,3,4.75
98,40,2,4.0
98,41,1,4.75
98,39,2,5.5
99,37,2,4.0
99,8,6,4.75
99,38,3,4.75
99,35,3,4.75
99,2,3,4.5
99,18,1,5.5
99,24,2,5.25
99,16,2,4.0
99,44,2,4.25
99,31,3,3.5
99,10,2,4.25
99,3,2,5.25
99,33,2,5.0
99,7,2,4.0
99,27,2,5.5
99,11,3,5.0
99,14,3,5.25
100,38,3,4.75
100,24,2,5.25
100,4,4,4.0
100,40,3,4.0
100,33,1,5.0
100,25,1,4.0
100,6,1,5.5
100,36,2,5.5
100,18,3,5.5
100,14,1,5.25
100,41,3,4.75
100,32,3,4.25
100,12,2,5.75
100,16,3,4.0
100,29,5,4.75
100,27,1,5.5
100,2,2,4.5
100,21,3,5.25
100,45,1,5.0
100,44,1,4.25
100,23,1,4.5
100,19,3,3.75
101,1,2,3.75
101,29,3,4.75
101,5,3,4.75
101,15,1,6.0
101,39,2,5.5
101,21,2,5.25
101,34,1,4.0
101,32,1,4.25
101,22,3,3.75
101,44,3,4.25
101,8,3,4.75
101,36,1,5.5
101,10,3,4.25
102,22,2,3.75
102,4,2,4.0
102,10,2,4.25
102,30,3,5.5
102,43,2,3.5
102,12,2,5.75
102,19,3,3.75
103,39,2,5.5
103,8,2,4.75
103,5,3,4.75
103,2,1,4.5
103,30,3,5.5
103,7,1,4.0
103,26,2,4.75
104,34,3,4.0
104,11,1,5.0
104,5,2,4.75
104,32,2,4.25
104,1,1,3.75
104,18,1,5.5
104,36,2,5.5
105,38,3,4.75
105,11,2,5.0
105,2,1,4.5
105,18,1,5.5
105,14,3,5.25
106,33,2,5.0
106,47,3,4.75
106,16,3,4.0
107,11,2,5.0
107,3,5,5.25
107,40,1,4.0
107,26,5,4.75
107,37,1,4.0
107,7,2,4.0
107,21,1,5.25
107,9,2,5.5
107,17,5,4.75
107,16,2,4.0
107,8,3,4.75
107,20,3,4.5
107,41,2,4.75
107,29,3,4.75
107,25,1,4.0
107,10,4,4.25
107,44,2,4.25
107,30,3,5.5
107,1,2,3.75
107,2,2,4.5
107,48,4,5.5
107,19,3,3.75
107,38,2,4.75
107,33,1,5.0
107,32,2,4.25
108,32,2,4.25
108,6,3,5.5
108,41,2,4.75
108,17,2,4.75
108,42,3,5.5
108,45,4,5.0
108,22,5,3.75
108,47,3,4.75
108,33,4,5.0
108,7,2,4.0
108,19,2,3.75
108,48,2,5.5
109,46,2,4.0
109,5,2,4.75
109,1,1,3.75
109,26,3,4.75
109,27,1,5.5
109,38,3,4.75
109,9,6,5.5
109,12,1,5.75
109,48,2,5.5
109,14,1,5.25
109,34,2,4.0
109,45,1,5.0
109,21,5,5.25
109,11,3,5.0
109,32,3,4.25
109,42,2,5.5
109,31,1,3.5
110,48,1,5.5
110,20,2,4.5
110,43,1,3.5
110,41,2,4.75
110,30,3,5.5
110,27,5,5.5
110,46,2,4.0
110,29,4,4.75
110,14,3,5.25
110,24,3,5.25
110,37,3,4.0
110,6,2,5.5
110,5,1,4.75
110,17,2,4.75
110,16,1,4.0
110,25,2,4.0
110,36,3,5.5
110,11,2,5.0
110,26,3,4.75
110,3,3,5.25
111,12,1,5.75
111,34,2,4.0
111,44,3,4.25
111,26,2,4.75
111,6,2,5.5
111,20,1,4.5
112,25,2,4.0
112,35,2,4.75
112,45,3,5.0
112,33,1,5.0
112,37,1,4.0
112,30,2,5.5
112,39,2,5.5
112,21,3,5.25
112,4,2,4.0
113,20,2,4.5
113,26,2,4.75
114,13,2,4.5
114,14,3,5.25
114,11,4,5.0
114,30,1,5.5
114,23,2,4.5
114,29,3,4.75
115,33,3,5.0
116,36,2,5.5
117,5,1,4.75
117,3,1,5.25
117,47,3,4.75
117,6,1,5.5
117,33,1,5.0
117,16,2,4.0
117,4,1,4.0
117,25,1,4.0
117,12,3,5.75
117,11,2,5.0
117,40,1,4.0
117,35,1,4.75
118,7,1,4.0
118,16,2,4.0
118,12,3,5.75
119,11,3,5.0
119,1,3,3.75
119,7,3,4.0
119,12,1,5.75
119,34,3,4.0
119,22,1,3.75
119,9,1,5.5
119,28,3,4.0
119,36,3,5.5
120,19,1,3.75
120,26,2,4.75
120,31,1,3.5
120,37,3,4.0
120,33,3,5.0
120,25,2,4.0
120,40,3,4.0
120,47,2,4.75
120,20,1,4.5
120,43,1,3.5
120,3,2,5.25
121,35,4,4.75
121,34,4,4.0
121,5,3,4.75
121,6,3,5.5
121,40,2,4.0
121,32,1,4.25
121,8,3,4.75
121,33,1,5.0
121,24,8,5.25
121,2,6,4.5
121,27,1,5.5
121,11,2,5.0
121,22,2,3.75
121,25,3,4.0
121,4,1,4.0
121,31,2,3.5
121,45,2,5.0
121,1,2,3.75
121,36,2,5.5
121,48,1,5.5
121,21,3,5.25
121,43,1,3.5
121,9,3,5.5
121,38,2,4.75
122,2,1,4.5
122,23,1,4.5
122,31,2,3.5
122,4,1,4.0
122,33,2,5.0
122,26,2,4.75
122,32,3,4.25
122,36,3,5.5
123,8,3,4.75
123,42,3,5.5
124,4,2,4.0
124,29,1,4.75
125,24,2,5.25
125,2,1,4.5
125,45,1,5.0
125,23,3,4.5
126,5,3,4.75
126,42,1,5.5
126,35,1,4.75
126,39,5,5.5
126,10,3,4.25
126,27,5,5.5
126,3,3,5.25
126,23,1,4.5
126,38,3,4.75
126,13,2,4.5
126,14,1,5.25
126,44,1,4.25
126,4,3,4.0
127,31,3,3.5
127,47,1,4.75
127,35,2,4.75
127,20,2,4.5
127,46,1,4.0
127,2,3,4.5
127,9,1,5.5
127,40,2,4.0
127,30,2,5.5
127,44,3,4.25
127,33,2,5.0
127,26,1,4.75
127,7,1,4.0
128,29,1,4.75
128,4,3,4.0
128,7,3,4.0
128,3,3,5.25
128,10,2,4.25
128,25,1,4.0
128,22,3,3.75
128,44,1,4.25
128,16,1,4.0
128,1,1,3.75
128,23,2,4.5
128,45,3,5.0
128,40,1,4.0
128,39,1,5.5
128,34,2,4.0
129,10,1,4.25
129,48,3,5.5
129,1,2,3.75
129,44,4,4.25
129,5,3,4.75
129,32,4,4.25
129,33,3,5.0
129,23,2,4.5
129,41,3,4.75
129,14,3,5.25
129,13,1,4.5
129,15,4,6.0
129,29,1,4.75
129,17,6,4.75
129,26,3,4.75
129,40,1,4.0
129,4,3,4.0
129,47,1,4.75
129,31,6,3.5
129,6,2,5.5
129,9,2,5.5
130,39,8,5.5
130,4,3,4.0
130,2,1,4.5
130,13,3,4.5
130,44,1,4.25
130,38,5,4.75
130,46,1,4.0
130,18,2,5.5
130,6,3,5.5
130,42,2,5.5
130,30,2,5.5
131,22,3,3.75
131,42,1,5.5
131,47,4,4.75
131,27,2,5.5
131,21,2,5.25
131,9,1,5.5
131,7,2,4.0
131,39,3,5.5
131,8,2,4.75
131,44,1,4.25
131,40,1,4.0
131,33,1,5.0
131,12,1,5.75
131,30,2,5.5
131,28,3,4.0
131,16,2,4.0
131,24,3,5.25
132,12,3,5.75
132,1,3,3.75
132,24,4,5.25
132,48,1,5.5
132,27,2,5.5
132,2,3,4.5
132,37,4,4.0
132,17,2,4.75
132,43,2,3.5
132,19,1,3.75
132,38,1,4.75
132,18,1,5.5
132,7,3,4.0
132,3,3,5.25
132,45,2,5.0
132,15,3,6.0
132,35,2,4.75
132,6,2,5.5
132,28,1,4.0
132,23,2,4.5
132,14,1,5.25
132,21,5,5.25
132,42,1,5.5
133,48,3,5.5
133,19,2,3.75
133,18,2,5.5
133,31,5,3.5
133,2,3,4.5
133,39,2,5.5
133,22,2,3.75
133,34,3,4.0
133,27,1,5.5
133,45,2,5.0
133,8,5,4.75
133,6,1,5.5
133,17,2,4.75
133,35,1,4.75
133,40,2,4.0
134,35,4,4.75
134,25,4,4.0
134,28,1,4.0
134,8,2,4.75
134,48,2,5.5
134,43,3,3.5
134,44,3,4.25
134,42,2,5.5
134,37,1,4.0
134,17,2,4.75
134,39,2,5.5
134,16,3,4.0
134,11,4,5.0
134,12,3,5.75
134,6,3,5.5
134,23,2,4.5
134,9,1,5.5
134,22,1,3.75
134,21,2,5.25
134,14,3,5.25
134,33,2,5.0
134,27,3,5.5
135,14,6,5.25
135,12,2,5.75
135,26,3,4.75
135,44,3,4.25
135,5,2,4.75
135,16,3,4.0
136,40,3,4.0
136,21,1,5.25
136,18,2,5.5
136,10,1,4.25
136,24,3,5.25
136,42,2,5.5
136,29,3,4.75
136,16,2,4.0
137,13,4,4.5
137,30,3,5.5
137,38,6,4.75
137,40,2,4.0
137,36,5,5.5
137,1,2,3.75
137,6,4,5.5
137,21,2,5.25
137,41,1,4.75
137,10,2,4.25
137,17,2,4.75
137,42,4,5.5
137,43,3,3.5
137,15,2,6.0
137,29,3,4.75
137,2,2,4.5
138,35,4,4.75
138,38,1,4.75
138,28,6,4.0
138,39,7,5.5
138,25,1,4.0
138,21,3,5.25
138,2,1,4.5
138,5,2,4.75
138,4,3,4.0
138,20,2,4.5
138,12,3,5.75
138,29,3,4.75
138,15,2,6.0
138,31,3,3.5
138,43,1,3.5
138,11,1,5.0
138,33,3,5.0
139,31,2,3.5
139,11,1,5.0
139,20,3,4.5
139,43,2,3.5
